"","Feature_chr","Feature_start","Feature_end","Feature_gene_biotype","Feature_gene_name","PBS_2","PBS_3","PBS_4","PBS_5","FPAS_2","FPAS_3","FPAS_4","FPAS_5","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange","baseMean_PBS","baseMean_FPAS","DE_status"
"ENSMUSG00000035845.17","chr15",88805244,88819318,"protein_coding","Alg12",158,172,315,75,112,324,19,67,141.257735821924,-0.235875269204683,0.82497235319196,-0.285918998730129,0.774940162033389,NA,0.849169659763932,152.866890615841,129.648581028007,"NS"
"ENSMUSG00000044288.6","chr4",33924593,33948831,"protein_coding","Cnr1",113,78,24,0,61,84,0,74,52.0262469745612,0.501254119600336,1.75321790435973,0.285905202287672,0.774950729145518,NA,1.41544345781433,43.0656618608666,60.9868320882559,"NS"
"ENSMUSG00000031351.15","chrX",72987339,73031543,"protein_coding","Zfp185",510,850,341,192,413,188,0,380,335.819847824212,-0.389134886011284,1.36209532768882,-0.285688437586496,0.775116761250518,NA,0.763587353387724,380.803121272184,290.83657437624,"NS"
"ENSMUSG00000079168.4","chr8",4134098,4137707,"protein_coding","Cd209g",20,23,58,25,0,127,47,0,33.8654630009383,0.562603465974727,1.96955062807573,0.285650674806159,0.775145686909926,NA,1.47693206349777,27.3688537344658,40.3620722674108,"NS"
"ENSMUSG00000102483.2","chr1",177808431,177962678,"protein_coding","Catspere1",36,85,0,72,41,71,7,74,47.1192534961536,0.450002048805142,1.57575828505346,0.285578094732895,0.775201282910691,NA,1.36604219670165,39.8195639340881,54.4189430582191,"NS"
"ENSMUSG00000006005.18","chr1",150392838,150449935,"protein_coding","Tpr",3415,3441,3008,2905,2244,2917,2968,1387,2652.26504097439,-0.0548949271672815,0.192285074424171,-0.28548719827409,0.775270910803396,0.937594972720651,0.962664552310746,2702.93500375015,2601.59507819863,"NS"
"ENSMUSG00000029782.20","chr6",30479053,30509783,"protein_coding","Tmem209",278,472,406,444,274,313,262,276,328.125549705286,-0.104404788678803,0.365725534158963,-0.285473063615579,0.775281738301581,NA,0.930188630497638,339.930756058312,316.32034335226,"NS"
"ENSMUSG00000102252.5","chr7",59982495,60140219,"protein_coding","Snrpn",250,177,178,68,0,281,0,140,124.030719101602,-0.385970551098432,1.35267058236921,-0.285339650413926,0.775383938267456,NA,0.765264005644566,140.538558498559,107.522879704646,"NS"
"ENSMUSG00000069305.3","chr13",21831767,21832196,"protein_coding","Hist1h4n",0,41,0,22,0,31,0,0,9.52576838050788,-0.925977860322877,3.24526039975872,-0.285332375914032,0.775389510943597,NA,0.526323654284373,12.4992223241122,6.55231443690356,"NS"
"ENSMUSG00000053647.4","chr5",139423151,139427800,"protein_coding","Gper1",66,169,69,45,40,117,188,0,80.3057676673382,0.367416270406637,1.28775755083195,0.285314786288203,0.775402985634272,NA,1.29004042091357,70.1398129912544,90.471722343422,"NS"
"ENSMUSG00000061950.17","chr17",65782573,65841926,"protein_coding","Ppp4r1",1303,1523,1231,955,990,1231,641,1072,1076.22878994207,0.0680760279744159,0.238614582450874,0.28529701443721,0.775416599988848,0.937594972720651,1.04831771891239,1050.60014144972,1101.85743843442,"NS"
"ENSMUSG00000073643.11","chr1",79702262,79776143,"protein_coding","Wdfy1",637,997,872,785,521,892,833,442,713.667045429211,0.0748313429107924,0.262374769908731,0.285207845772758,0.775484909830803,0.937594972720651,1.05323790083815,695.283143019242,732.050947839181,"NS"
"ENSMUSG00000050944.14","chr11",77089915,77188968,"protein_coding","Efcab5",46,161,102,68,206,27,118,0,88.5951745438031,0.36439119525727,1.27819475527824,0.285082686932125,0.775580793760181,NA,1.28733826933311,77.4571024434216,99.7332466441845,"NS"
"ENSMUSG00000019302.16","chr11",101009452,101063719,"protein_coding","Atp6v0a1",2784,2395,2118,1273,1779,2548,979,1586,1839.06136032164,0.0709056983627533,0.248764210685988,0.285031750215294,0.775619817253365,0.937595021656302,1.05037588403749,1793.84015365162,1884.28256699165,"NS"
"ENSMUSG00000025147.7","chr7",142008535,142061065,"protein_coding","Mob2",1261,1623,1221,1013,603,1251,731,1407,1102.62644737325,0.0820326178945252,0.288045926164546,0.284790064510977,0.775804984540657,0.937655815807832,1.05850832642107,1070.99425100106,1134.25864374545,"NS"
"ENSMUSG00000028992.13","chr4",149467572,149485202,"protein_coding","Nmnat1",241,175,195,161,84,111,265,57,154.06307384362,-0.192701656173707,0.676887891984387,-0.284687698591825,0.775883415941494,NA,0.874965685761531,164.345561651543,143.780586035697,"NS"
"ENSMUSG00000036550.16","chr8",95719451,95807464,"protein_coding","Cnot1",4478,4356,4244,3773,3217,4564,3050,2625,3629.2462227364,0.042702422752959,0.150104099990748,0.28448538551306,0.776038432243909,0.93777493150698,1.03004147037836,3575.78948256961,3682.70296290319,"NS"
"ENSMUSG00000041774.16","chr16",17144621,17160701,"protein_coding","Ydjc",44,164,95,40,41,64,0,79,60.9690339911704,-0.397598242341836,1.39986629695668,-0.284025869617846,0.776390555594483,NA,0.759120994935056,69.2932018376587,52.6448661446821,"NS"
"ENSMUSG00000024069.14","chr17",74395608,74424221,"protein_coding","Slc30a6",80,477,159,150,183,200,326,29,186.162382888931,0.205143639001674,0.723866025519472,0.283400010180691,0.776870220583565,NA,1.15280111738727,172.936813707667,199.387952070194,"NS"
"ENSMUSG00000034154.15","chr2",119373042,119477687,"protein_coding","Ino80",1065,1658,957,694,586,854,912,705,878.011472025206,-0.0729223727514998,0.25758476260126,-0.283100490941629,0.777099805265166,0.938887361890638,0.950710254823362,899.90744186977,856.115502180642,"NS"
"ENSMUSG00000025665.16","chrX",111388192,111537959,"protein_coding","Rps6ka6",177,172,150,47,346,0,0,137,130.456735210461,0.390166231604909,1.37828647715138,0.283080649830722,0.777115014375394,NA,1.31054439997489,112.894722045954,148.018748374969,"NS"
"ENSMUSG00000043541.16","chr6",145174834,145211005,"protein_coding","Casc1",274,303,312,246,354,376,64,0,220.907685603248,-0.258034297687986,0.911632098911589,-0.283046525013826,0.777141172793056,NA,0.836226519775594,240.679469461009,201.135901745486,"NS"
"ENSMUSG00000023781.2","chr11",69120404,69124055,"protein_coding","Hes7",25,31,0,0,69,0,0,0,15.4407213942426,0.902653420632991,3.19002601454033,0.282961147187717,0.777206620370715,NA,1.86950123031745,10.7556242676511,20.1258185208342,"NS"
"ENSMUSG00000057101.8","chr7",24081924,24107713,"protein_coding","Zfp180",472,692,489,378,161,356,508,359,407.247753987947,-0.11087626896192,0.391931199790466,-0.28289727641279,0.777255582448617,0.938887361890638,0.926025438600973,422.754779668162,391.740728307732,"NS"
"ENSMUSG00000047757.17","chrX",164980592,164997272,"protein_coding","Fancb",42,30,42,0,0,65,0,0,18.7003136751559,-0.780297871700489,2.7594064708098,-0.282777430565167,0.777347456301918,NA,0.582246564998057,23.6619035309979,13.7387238193139,"NS"
"ENSMUSG00000043430.5","chr5",36204021,36206568,"protein_coding","Psapl1",1996,2892,1091,1142,1794,409,1075,1121,1378.06147070164,-0.154934630364011,0.547945324650893,-0.282755638918396,0.777364162117737,0.938887361890638,0.898173068883264,1451.82028674385,1304.30265465942,"NS"
"ENSMUSG00000045031.18","chr3",37307749,37312708,"protein_coding","Cetn4",0,31,17,0,0,83,0,0,13.4312112290453,0.914028372979598,3.23441812460432,0.282594376412423,0.777487791665432,NA,1.88429960530758,9.31912896573592,17.5432934923547,"NS"
"ENSMUSG00000023267.10","chr4",33062999,33095865,"protein_coding","Gabrr2",78,0,26,35,0,0,0,53,24.4646603179947,-0.755622135840851,2.67532554287141,-0.28244119219594,0.777605233328253,NA,0.592290915770555,30.7089352797848,18.2203853562047,"NS"
"ENSMUSG00000051650.11","chr11",22759738,22860961,"protein_coding","B3gnt2",145,65,41,94,111,100,0,0,63.6693069155053,-0.463158594353439,1.6399656502947,-0.282419692308927,0.777621717042034,NA,0.725396357271696,73.8257988965435,53.512814934467,"NS"
"ENSMUSG00000025757.13","chr3",40745382,40796103,"protein_coding","Hspa4l",875,1330,959,778,1008,787,260,681,795.808173529332,-0.0968224140893308,0.342949934496098,-0.282322299409661,0.777696388300792,0.938926641684938,0.935090293899121,822.360979892209,769.255367166454,"NS"
"ENSMUSG00000069206.14","chr13",67424549,67451624,"protein_coding","Zfp874a",45,149,67,105,215,63,74,0,86.6830651618391,0.355638283070757,1.2597972636078,0.282298027900364,0.777714997617222,NA,1.27955156052827,76.0544601500113,97.311670173667,"NS"
"ENSMUSG00000105867.2","chr5",108366073,108367922,"protein_coding","Gm42517",46,28,50,0,115,32,0,0,33.1340779231316,0.634719673641054,2.24886455281976,0.282240063255569,0.777759440462699,NA,1.55263603198014,25.9614455594672,40.3067102867961,"NS"
"ENSMUSG00000005371.15","chr17",87990859,88065291,"protein_coding","Fbxo11",1008,1337,1077,748,697,1058,545,722,851.539817357363,-0.0669283474795983,0.237288447487509,-0.282054807927897,0.777901484919044,0.938926641684938,0.954668427278581,871.186150552504,831.893484162221,"NS"
"ENSMUSG00000086228.3","chr9",65361041,65380377,"protein_coding","Ubap1l",43,0,0,82,0,75,0,0,22.2612738355607,-0.851442163420049,3.01919913492425,-0.282009276424031,0.777936397319845,NA,0.554230432826974,28.6701740334516,15.8523736376699,"NS"
"ENSMUSG00000021180.9","chr12",100548439,100726983,"protein_coding","Rps6ka5",668,879,739,458,530,905,368,249,555.061705289694,-0.0910157630542394,0.322842519924929,-0.28191999949512,0.778004853902753,0.938926641684938,0.938861489149307,572.798350463863,537.325060115525,"NS"
"ENSMUSG00000025894.11","chr9",4294793,4309471,"protein_coding","Aasdhppt",195,279,349,80,282,45,0,181,171.22582099929,-0.292380579492095,1.03718854523412,-0.281897231545397,0.778022312395956,NA,0.816553557825483,188.462537661199,153.989104337381,"NS"
"ENSMUSG00000068747.14","chr3",108284082,108361511,"protein_coding","Sort1",3837,5320,4936,4473,2450,7077,3597,2508,4020.82325164672,0.0624186908339053,0.221444693419623,0.281870339135316,0.778042933675016,0.938926641684938,1.04421492963084,3934.38824786859,4107.25825542484,"NS"
"ENSMUSG00000046387.5","chr18",37484795,37489454,"protein_coding","Pcdhb17",138,260,155,52,41,233,77,61,113.427959324589,-0.230899985535333,0.819214040672907,-0.281855503044932,0.778054310154787,NA,0.852103164861278,122.530736462949,104.32518218623,"NS"
"ENSMUSG00000036989.16","chr7",105604463,105633571,"protein_coding","Trim3",711,1243,1105,897,479,1301,890,328,808.621873197836,-0.0887291869957844,0.314829547027867,-0.281832464053733,0.778071976804794,0.938926641684938,0.940350702248513,833.790993886465,783.452752509207,"NS"
"ENSMUSG00000037962.7","chr5",125003221,125012547,"protein_coding","Rflna",108,387,87,109,360,210,0,56,152.761386172503,0.300826670612557,1.06861831863083,0.2815099323751,0.778319311057379,NA,1.23185006666807,136.880127692511,168.642644652495,"NS"
"ENSMUSG00000032387.15","chr9",65629648,65660528,"protein_coding","Rbpms2",117,174,133,116,93,277,0,0,99.4473506614076,-0.400596272539863,1.42352782330211,-0.281410918692556,0.778395244462633,NA,0.75754512163799,113.220498130621,85.6742031921938,"NS"
"ENSMUSG00000026585.13","chr1",163779583,163917109,"protein_coding","Kifap3",749,533,555,1121,832,497,451,358,623.051040750469,-0.104165315374308,0.370332697623857,-0.28127496179154,0.778499512999115,0.939038674221396,0.930343045552424,645.581421346252,600.520660154686,"NS"
"ENSMUSG00000038954.14","chr17",44777152,45119290,"protein_coding","Supt3",149,230,232,243,41,280,103,312,195.307816206464,0.18767987479698,0.667249545880361,0.281273889140467,0.77850033565624,NA,1.1389306274432,182.588860664721,208.026771748207,"NS"
"ENSMUSG00000022537.18","chr16",30511855,30550842,"protein_coding","Tmem44",372,622,464,1031,652,453,533,412,560.247851238954,0.106287156662965,0.377974246654008,0.281202112588,0.778555384402922,0.939038674221396,1.07645436290963,539.627219411582,580.868483066326,"NS"
"ENSMUSG00000035725.13","chrX",77761411,77796278,"protein_coding","Prkx",401,407,522,406,291,314,249,522,386.941108659436,0.11348612531421,0.403602364973085,0.281183003775951,0.778570040019006,0.939038674221396,1.08183923471883,371.561103773419,402.321113545452,"NS"
"ENSMUSG00000029463.5","chr5",122364580,122372364,"protein_coding","Fam216a",30,0,51,0,0,45,0,0,13.6868543995514,-0.90452970959964,3.21842080535203,-0.28104768279383,0.778673827497273,NA,0.53420681663025,17.8622846165008,9.51142418260194,"NS"
"ENSMUSG00000007480.5","chr18",68337596,68342446,"protein_coding","Mc5r",73,0,117,0,0,3,177,34,52.5468257032307,0.595071291076436,2.11737512663679,0.281041976733542,0.778678203975606,NA,1.51054722772499,41.8600847124091,63.2335666940524,"NS"
"ENSMUSG00000036890.13","chr2",44564412,44927657,"protein_coding","Gtdc1",271,335,276,287,408,278,93,198,259.970053709221,0.13991199886946,0.497933415124421,0.280985357920796,0.778721630291627,NA,1.10183790420968,247.357386257719,272.582721160723,"NS"
"ENSMUSG00000030815.11","chr7",127573340,127583307,"protein_coding","Phkg2",64,320,241,229,186,186,121,214,190.584233590024,0.171258191524792,0.609527227244931,0.280968895021935,0.778734257373593,NA,1.12604008956295,179.229758879275,201.938708300773,"NS"
"ENSMUSG00000014776.7","chr8",105276140,105281939,"protein_coding","Nol3",326,537,303,329,155,375,412,0,276.885508674063,-0.354853167043654,1.26393991598426,-0.280751610544179,0.778900920548194,NA,0.781949223407397,310.794456596661,242.976560751466,"NS"
"ENSMUSG00000039542.16","chr9",49502136,49798925,"protein_coding","Ncam1",259,730,327,154,381,135,82,490,313.030793506956,0.170420686159988,0.607520781200864,0.280518282556727,0.77907990085713,NA,1.12538659668268,294.359324304473,331.702262709439,"NS"
"ENSMUSG00000042492.12","chr7",127197459,127208468,"protein_coding","Tbc1d10b",1592,1393,889,811,1279,1272,785,478,1004.49300307279,0.0793531905222975,0.282954114147841,0.280445438163293,0.779135780446136,0.939393069795691,1.0565442494762,976.954281106645,1032.03172503893,"NS"
"ENSMUSG00000035150.15","chrX",94188707,94212862,"protein_coding","Eif2s3x",771,620,577,340,620,714,183,177,464.612486444826,-0.119524129430914,0.42619612787841,-0.280443959042755,0.779136915104623,0.939393069795691,0.920491223060615,483.983759587887,445.241213301765,"NS"
"ENSMUSG00000022996.15","chr15",98770712,98778150,"protein_coding","Wnt10b",112,65,32,0,0,34,97,72,51.1025258275733,0.497206393747521,1.77311039907851,0.280414797638049,0.779159285409573,NA,1.41147775672937,42.366084514077,59.8389671410696,"NS"
"ENSMUSG00000051435.11","chr4",141890438,142015082,"protein_coding","Fhad1",390,585,548,339,511,367,0,222,346.746442394874,-0.366507956716244,1.30706316184851,-0.280405696843227,0.779166266851301,NA,0.775657705827169,390.554858007603,302.938026782146,"NS"
"ENSMUSG00000003444.8","chr7",28386146,28392708,"protein_coding","Med29",146,221,75,247,97,158,235,106,155.778636652153,0.184460335708814,0.658139146677539,0.280275587070027,0.779266079180256,NA,1.13639180729443,145.83442024954,165.722853054765,"NS"
"ENSMUSG00000079481.11","chrX",101849385,102092055,"protein_coding","Nhsl2",396,676,892,595,718,549,280,528,567.165166774557,0.103258309786113,0.368422502144478,0.280271452435931,0.779269251080517,0.939393069795691,1.0741967857926,546.812429859486,587.517903689628,"NS"
"ENSMUSG00000040797.16","chr6",121372933,121473678,"protein_coding","Iqsec3",74,79,201,133,0,186,0,119,93.5063046973727,-0.412275598890756,1.4713522391254,-0.280201836057843,0.779322658101467,NA,0.751437177830423,106.788800935808,80.2238084589375,"NS"
"ENSMUSG00000078302.5","chr13",98354242,98359305,"protein_coding","Foxd1",0,118,56,0,79,142,0,0,43.2803013209597,0.663380384473217,2.3689772944385,0.280028173351679,0.779455890023713,NA,1.58378926241439,33.5041714075556,53.0564312343637,"NS"
"ENSMUSG00000029410.11","chr5",92226679,92256278,"protein_coding","Ppef2",39,45,43,0,0,72,0,72,32.9374684185148,0.625125283357362,2.23279381616054,0.279974478087866,0.779497085690532,NA,1.54234475651191,25.9044365288903,39.9705003081393,"NS"
"ENSMUSG00000054604.7","chr16",64851996,64859507,"protein_coding","Cggbp1",586,910,713,633,667,719,283,390,579.443594110677,-0.0867382286247205,0.309886601745927,-0.279903126292102,0.779551828624075,0.939570789284772,0.941649307627036,596.891703716517,561.995484504836,"NS"
"ENSMUSG00000112129.1","chr10",63060162,63077962,"protein_coding","Pbld1",19,0,49,0,0,34,0,54,20.4190223742505,0.771016669461342,2.75546703287613,0.27981342555079,0.779620650891921,NA,1.70647191335246,15.0874691541085,25.7505755943925,"NS"
"ENSMUSG00000069255.13","chr13",30659999,30711231,"protein_coding","Dusp22",845,968,497,583,652,781,699,242,620.280729025017,0.0898265645477812,0.321157214875529,0.279696548566083,0.779710326534528,0.939598923568737,1.06424223550463,601.061039416731,639.500418633302,"NS"
"ENSMUSG00000040549.16","chr2",91526762,91620664,"protein_coding","Ckap5",1598,1625,1513,1231,1613,1348,844,931,1289.40481448926,0.0643218196491654,0.230180654545077,0.279440597544087,0.779906719083498,0.939672705557795,1.04559331300205,1260.5905013202,1318.21912765833,"NS"
"ENSMUSG00000022022.3","chr14",79397772,79423587,"protein_coding","Mtrf1",153,0,56,54,0,101,0,51,48.3733482803298,-0.573003273710905,2.05126226704576,-0.279341790134007,0.77998253828133,NA,0.672215971706646,57.8660097506145,38.8806868100452,"NS"
"ENSMUSG00000052544.9","chr3",153198266,153725174,"protein_coding","St6galnac3",0,114,69,38,85,90,65,0,53.6629746573797,0.480436238473101,1.71992392877595,0.279335748770598,0.779987174148577,NA,1.39516546917692,44.8143244212109,62.5116248935486,"NS"
"ENSMUSG00000045932.12","chr19",34550694,34576419,"protein_coding","Ifit2",152,208,25,119,0,260,76,0,89.8691127075813,-0.420514313593579,1.50568689431034,-0.279284036530177,0.780026856087742,NA,0.747158218652051,102.923272953949,76.8149524612135,"NS"
"ENSMUSG00000032333.6","chr9",58253164,58262520,"protein_coding","Stoml1",349,377,338,221,554,372,369,0,307.923906440776,0.362107188968765,1.29656581078255,0.279281765690098,0.78002859865423,NA,1.28530182893209,269.493804138718,346.354008742834,"NS"
